Responses,contexts,faithfulness Score
????,"?? ??? ????? ?????[?]. ??? ???? ???? ??? ????? ???? ??? ??? ????. ???? ?? ????? ?? ??? ????? ???? ?????? ??? ??? ????? ??? ???? ???? ?? ????? ??? ???????? ??? ??? ?????? ??????? ?????? ??? ?????? ???????? ???? ????? ?????? ?? ????????? ??????.
 ????? ????? ????? ?????? ???? ???? ??? ?????? ??? ??? ?????? ????? ?????? ??? ????? ???????? ?? ??? 1645?. ?????? ??? ??????? ?? ??? 1650? ?? ??? ???????? ?????? ???? ???? ????? ??? ???? ?? ???? ??????? ?? ????? ????. ????? ??? ?????? ?????? ??????? ""kahve""? ??????????? ""caffè"" ?? ????? ??????? ????? ????? ??????? ?????? ?????? ?????????? ""coffee""? ??? ??? ?????? ??? ?????? ?? ?? ??? ????? ????? ?? ????? ???????? ?????? ?? ????? ??????.[11][60]
 ????? ??????????? ???????? ??? ?? ???? ????? ?????? ?????? ?????? ?????????? ?? ????? ????? ?????? ??? ??? ??????? ??????? ??? ???????? ??? ???? ????? ????? ??? ??????.[29]
 ??? ???????? ?????? ?????? ?? ??????? ???? ??????? ????? ??? ???? ""sorbetto"" ?????? ?????????? ?""sorbet"" ?????? ???????? ?""sherbet"" ?????? ??????????. ??? ??? ??????? ??????? ?? ?????? ?????? ????????? ??? ?????? ?? ????? ?????? ???? ???? ?????? ???? ??????? ???? ?????? ?? ????.[61][62]
 ?? ????? ?????? ????????? ???? ??? ???? ????? ?????? ?????? ?????? ?? ????? ????? ???????. ??? ?????? ?? ??????? ?? ??? ?????? ?????? ???? ??? 2 ?? ?????? ???? ???? ???????? ??? ????? ?????? ??????? ???? ??????? ????? ?????? ?? ??? ??????? ?????? ???? ???? ???????? ?????? ??? ??? ???????? ?????.[52]
 ????? ??? ????? ?????? ?? ?????? ???????",0
??? ???,"? ????? ???? ?????? ?? ????? ??????? ?? ??? ?? ????? ?????? ?? ?????? ????? ?????? ?? ????? ?????? ??? ??? ???? ?????? ?????? ?? ????? ????? ?????????.[27]
 ?????? ???? ????? ?????? ?????? ?????? ???? ??????? ?? ??? ???????? ?? ????? ?????? ????????? ????? ??? ???? ???????? ??????? [??????????] ???? ?????? ???? ?? ?????.
 ????? ?????? ?????? ???? ??? ?? ??? ?????????? ???????? ?? ???? ??? ???? ???????? ?????? ?????? ??? ??????? (???????). ?? ????? ?????? ??? ?????? ????????? ???? ?? ???? ?? ????? «????? ????????» ???? ??????? ????? ?????? ?????? ??????? ???????? ??? ???? ???? ???? ???? ????? ???????? ?? ??? ????? ?? ??????.[63]
 ??? ???? ?? ???? ?? ???? «????? ????????» ??? ????? ?? ???? ?????? ?????? ???????? ??? ??? ??? ????? ?????? ?? ??????? ??? ???? ????? ?? ????? ?? ?? ?????? ????????.[57]
 ??? ??????? ??????? ??????? ??? ??? ???? ??? ????? ?????? ??????? ??????? ??????? ???????? ???? ????????[57] ??? ??? ????? ????? ?????? ?????? ???? ?????? ???? ??? ???? ??? ????? ????? ????????.[64]
 ???? ????? ????? ??????? (????? ??? ??? ??? ?????) ???? ??? ?? ??? ??? ??? ?? ????? «?? ??????? ???????» ?? ????? ?????? ????????? ??? ???? ?????? ?? ??? ??? ?????? ?? ????? ?? ??????? ??????? ????? ??????? ??? 1021.[65]
 ??? ???? ??? ?????? ???? ??????? ??????? ???????? ?? ??????? ????????? ????????[66] ???? ??????? ??????? ?????? ????? ????????[67] ????? ????? ?? ??????? ??? ???????? ????? ???? ?????? ????? ???? ??? ???? ?????? ????? ????? ????? ?????? ?????? ?? ???? ??? ???? ????.[68]",100
??? ?????," ?????? ????? ?????? ??? ???? ????? ??????? ?? ?????? ????? ?? ???????.[69]
 ????? ???? ?? ????? (810-887) ???? ???????? ????????? ?????? ???? ???????? ???? ??? ?? ???? ?????? ?? ????? ??????? ??? ???????? ??????? [??????????] .[70]
 ??????? ???????? ??????? ??? ???? ??????? ???? ??? ??????? ???? ??????? ?? ???? ?????? ???? ?????? ??????. ??? ??? ???? ?? ???????? ???????? ?? ???????? ???????? ????? ????? ??? ??????? ???? ?????????? ???????? ????????? ????? ?????????? ?????? ?????????? ????? ?????? ?????? ??? ?????.[71]
 ?? ????? ??????? ????? ????? ??? ????? ?????? ???? ??? ?? ???? ????? ???????.[72] ?? ????? ?????? ?????? ??? ??????? ??? ??? ??????[73] ??? ??? ??? ??? ??? ?? ???? «???????? ?????? ?????».[72] ???????? ?????? ??? ????? ????? ??????? ?? «????? ???????» ?????? ?? ??? ??????? ???????? ??? ??? ??? ????? ?????? «??????? ?????? ????? ?????? ??? ?????»? ?????? ?????? ????????? ????? ??????[73] ?????? ?????? ????? ??? ?????.[74]
 ???? ???? ?? ???? ?? ????? «?????? ??????» ???? ???????? ???? «????? ????? ?? ?????».[75]
 ????? ??????? ?? ?????? ???????? (??? ??? ???????)? ??????? ??????? ??? (??? ??????) ??????? ???????? ???? ??? ?? ????? ?? ??????????? ????????.[27] ????? ?????????? ??????? ???????? ??????? ??? ??????? ???? ??????? ????? ?? ???? ?????? ??? ????? ??????.[11]
 ???? ????? ????? ????? ????? ?? ??? ??? ?? ??? ???? ???? ???? ??? ????? ????? ????? ??????? ???? ???? ??? ??? ????? ?? ?? ???? ????? ??? ????? ??????? ???????? ??? ??????? ?? ??? ?????? ?? ???? ???",100
????? ??????,"??. ????? ?? ????? ??????? ???? ??????? ?? ????? ???????? ??????? ??????? ???????. ???????? ????? ??????? ??????? ????? ?? ??????? ?????? ???? ??? ?????? ???????? ?? ??? ?? ??? ????? ??????? ???? ????? ???? ??????? ???? ????. ??? ???? ????? ??? ???????. ????? ?????? ??????? ?????? ????? ?? ??? 981 ????????. ????? ??????? ?????? ??? ????? ????? ???????. ?????? ????? ?????? ?? ????? ?????? ??? ???? ????? ???? ?? ????? ????? ???????? ??? ??? ??????? ??? ???? ??????: ??? ??? ??? ??????? ???? ?? ???????? ??? ?????? ???? ?????? ?????? ???? ??????? ?? ??? ?? ????? ????? ???? ???????? ????? ??????? ?????.[71]
 ????? ??????? ????????? ??????? ?????? ?? ????? ??????? ?? ??? ????? ??????? ????? ?? ???? ??????? ??????? ?????? ???? ??? ?????. ??? ???? ?????? ????? ?????? ??????? ??????? ?????? ??? ??????? ????????? ??????? ??????? ????? ????????.
 ????? ??????? ?? ?????? ???????? ??? ????? ????? ?????? ?? ??????? ??????? ??????? ?????? ?? ?????? ???????. ????????? ??? ??????? ???? ??????? ??? ?????? ?? ??? ?????? ???????? ???? ???? ?? ??? ???????? ????? ???? ???????? ???????. ?????? ??? ???: ????????? ???? ???? ????? ??? ???? ????? ??? ????? ?????? ???????? ???? ???? ?????? ??? ??? ????. ?? ?? ??? ???????? ?? ???? ????? ??????? ?? ????? ?????? ???????.
 ??? ????? ??????? ?????? ?? ??????? ????????? ??? ????? ?????? ?????? ????????? ?????? ??????. ??? ?????? ?????? ?? ???? ???????:[76]
 ???? ??? ?????? ??????? ?????? ???? ?????? ????? ???? ?????? ?????? ???????. ??? ????? ?? ????????? ????",0
??????,"??????? ???? ???? ?? ???? ??????? ????? ??????. ??? ??? ???? ?????? ?? ???????? ???????? ??? ???? ???????? ???????? ????????? ????? ???? ?????? ???? ???????? ???????? ??? ??? ??? ?? ???.[77] ??? ?????? ?????? ?????? ??????? ?????? ??????? ?? ???? ???? ?????? ????? ???? ????? ???????? ?????? ???? ?????? ?????? ?????? ?? ?????? ???? ????? ?????? ?? «???????» ??????? ????? ?? ?????? ????????? ??????? ??????????? ??????????. ??? ??? ?????? ????? ???? ??? ???? ?? ?????? ?? ???:
 ????? ?????? ?? ????? ???? ?? ?????? ?? ?????? ???? ?????? ?????? «?????»? ???? ????? ??? ?????? ??????? ?????? ?? ????????? ????? ?? ????? ????? ?? ????? ?????? ????????.
 ????? ????? ????? ??????? ?? ??????? ??????? ??? ?????? ?? ??????? ?????? ??? ??????? ??? ?? ???? ??????? ?? ?????? ???????? ??? ????????? ???????? ???????. ??? ???? ?????? ??? ?????? ?? ???? ??????? ????????. ????? ????? ?????? ????? ??????? ?? ???? ???? ??? ??? 1179 ?? ????? ??????? ?? ???????? ???????? ??????? ?????? ????????.[78]
 ????? ????? ?????????? (??? ???????? ?? ??? ?????) ??? ????? ??? ??? ???? ?? ??? ???? ?? ???? ?? ?????? ??????? ??? 709 ? ???????? ?????. ?????? ??? ?????? ?? ?????? ??????? ??? ????? ??? ??????? ?????? ??????. ???? ????? ???? ??????????? ?? ??? ?? ?? ???? ?? ???? (??????? ??? 815 ?) ???? ??? ?????? (??????? ??? 932 ?) ??? ??? ?????? ?? ??????????? ???????.[79] ???? ????? ?? ??????? ???????? ???? ??? ????? ????? ??? ???????? ????? ?? ??? ?????? ?? ????? «????????» ?? ??? 1029? ?????? ?? ??????? ?????????? ",0
??????,"?????? ??? ????? ??? ?????? ?? ????? «???????? ???????? ???????» ?? ??? 1270? ???? ??? ??? ?? ??? ????? ??????? ??????? ?????? ??????????? ?? ??? ??????? ??????? ?????????? (??? ??? ???? ?????) ?????? ????? ????????? ?????????? ???????? ??? ??? ??????? ?? ????? ??????????.[79][80]
 ???????? ??? ??? ??? ???? ??? ???? ????? ?????? ??????? ???????? ??? ??????? ?????? ???? ??? ?? ?????? ????? ???? ????? ??????.[81] ??? ?????? ???? ?? ????? ?????? ????? ??? ??? ???? ??????? ?????? ???????? ?? ???????.[82]
 ????? ?????? ?? ?????? ??? ??? ???????? ????? ?????? ?????? ?? ?? ???????? ????? ??? ?? ????? ???????? ??? ??? ???????? ??????? ??? ????? ?? ??????? ??? ?? ?????? ?? ???????? ?? ??? ?? ???????.[83][84] ???? ??? ?? ???????? ?? ??? ?? ??? ???????? ??? ?? ??????? ??? ????? ?? ??? ????? ???????? ??? ????? ?????????? ???? ?????? ???????? ??? ??? ??? ??? ??? ?????? ??????? ?????? ?? ??? ?????? ????????? ?? ???????.
 ??? ??? ???? ??????? ????? ???? ???????? ??? ??? ?? ????? ???? ???? ??? ???? ?????? ??? ???? ?????? (?????? ??? ?????) ????? ??? ?????? ?? ??? ???????? ??? ??? ?????? ?? ????? ???????? ??? ??? ????? ????.[85] ?? ???? ???????? ???? ??? ?????? ?? ????? ??? ?? ??? ????????? ??? ???? ?????? ?? ?????? ?? ?????? ????? ????? ??????? ?? ?????? ????????? ?? ?????? ??? 869 ?.[86]
 ????? ??????? ??????? ??????? ???????? ?? ?????? ??????? ?? 75% ?? ????? ?????????? (??? ????) ?10% ?? ????? ?15% ?? ???????. ??? ??????? ?????? ??? ?????? ?????? ?? ??????? ???????? ?? ??????? ???? ?? ???",100
% ?? ????? ?????????? 10? ?? ???????? ? 15? ?? ????????,"?? «???????? ???????? ???????» ????? ??? ???? ?????? ??? ??? ??????? ?????? ??: 74% ?? ????? ??????????? 8% ?? ????????
?15% ?? ???????? ??? ??? ????? ???? ????? ???????: 74% ?? ????? ??????????? 10% ?? ???????? ?15% ?? ???????. ??? ?????? ?? ????? ?? ??? ??????? ???? ?????? ?????? ?????? ??? ??? ??????? ???? ???? ??? ????? ?????? ??? ??? ?????? ?? ??? ?? ??????? ??????? ??????? ?? ???? ?? ??? ???????? ??????????? ??? ?? ????? ?????? ???.[27][80]
 ???? ??????? ????? ???? ???? ?? ??????? ?????????? ???????? ??? ????? ??????? ?? ??????? ???????? ??????? ???????? ?? ????? ??????? (??? ????? ???????? ????????) ?? ????? ??????? ?????? ?????? ?? ???????? ?? ??????? ??????? ???? ?????? ?? ?????????? ??? ????? ????? ?????????[87][88] ??? ?? ??? ???? ??? ?? ????? ????? ????? ?????????[89] ???? ???????? ????? ????? ?? ??????.
???? ??? ??????? ?????? ?? ???? ?? ???? ?????? ???? ??????? ??????? ?????? ???? ???? ?????? 20 ??? ????? ?? ??????? ??????? ????? ???? ?? ??????? ??????? ?? ????? ?????? ???????? ??? 1168. ???? ??? ????? ????????? ?????? ??? 1914 ?? ??? ????????? ???? ???????? ?? ???? ??? ????????? ????? ??????? ???? ?????? ??????? ????? ?????? ??? ?? ????? ?????? ???? ??????? ???????? ????????? ??????? ?????? ?????? ??? ??? ?????? ?? ??? ?? ???? ??? ??????? ??? ??????? ??? ???? ??? ?? ???????? ??????? ????? ????? ???? ?????? ??? ????? ??? ??? ???????? ??? ????. ??? ????? ?????? ?? ??? ??????? ???? ???? ?????? ???? ???? ??? ????? ?? ??????? ???????? ??? ?? ???????? ???????? ??????",100
1118,"?.[90][91] ?????? ?? ??? ??????? ?????? ?????? ?? ????? ??????? ???????.
 ??????? ??????? ?? ??????? ?? ??? ???????? ?? ??????? ???? ????? ??? 1118 ??[92] ??? ??????? ?????? ?????? ?? ??????? ??? 1248 ?.[93]
?????? ???????? ??????? ????? ??? 1250 ?? ????? ?? ??????? ?????? ???? ?????? ?? ????? ?????????[94] ????????? ??????? ??????? ?? ?????? ?? ????? ??? ????? ??? 1260 ?. ????? ???? ??????? ?????? ???? ??????? ?? ???????? ??? ?? ?????? ??????? ???????? ??? ??????? ??????? ??????? ?????? ??????? ???????.[27][95]
 ""The principles of the camera obscura first began to be correctly analysed in the eleventh century, when they were outlined by Ibn al-Haytham.""
 ""The first clear description of the device appears in the Book of Optics of Alhazen.""
 ""Ibn Firnas was a ??????: a ???? ???????? ?? ????? ???????? a rather bad ??? ??????  [???? ????]?, the first to make glass from ??? (quartz?), a student of ???????? ?? ???????? and inventor of some sort of ????????.""
",0
????? ????????,"????? ??????? ?? ???????? ?? ??????? ???????? ?? ????? ????? ?????? ???????? ???? ???? ??? ????? ??? ?????? ????????? ????? ???? ???? ?????? ?? ??????. ??? ???? ??? ??????? ???? ?? ???? ???? ????????? ???? ???? ???? ?? ?????? ???????? ??????? ??? ????? ?? ?????? ?????? ???????.[1] ?????? ?? ????? ????? ?? ??????? ?????? ??????? ???????? ?? ?????? ??? ??????? ???????? ?????? ???????? ?? ????? ??????? ??????? ?????? ??????? ?? ??????? ???????? ??????? ?? ????? ????? ????? ?????? ??????? ????????. ??? ??? ????????? ?????? ???? ??????? ??????? ???? ??????? ?????? ?????? ????? ?????. ??????? ????? ??????? ???????? ????? ??????? ???????? ?????? ??????? ??????? ????? ??? ??????.[2] ??? ????? ??????? ?? ????? ???? ????? ????? ????? ?? ?????? ???? ?????? ?? ????? ???????? ?? ???? ??????[1] ?? ?? ??? ???? ????? ????? ?? ?????? ??????? ??? ????? ??? ?????? ?? ??????? ????? ?????? ??????? ?? ???? ????? ???.
 ????? ???????? ?????????? ??? ?? ???? ??????? ???? ????? ???? ????? ??????? ?? ?? ??? ??????? ??????? ???? ????? ????? ?????? ?? ????? ?? 50% ?? ????? ??????? ????? ?? 20% ?? ?????? ???????????? ????? ???????? ??????? ???? ????? ?? ??? ?????? ??????? ???????? ???? ???? ??? 230 ????? ?? ?? ?????? ?????? ??? ???? 2009 ? 2012? ??? ??? ?? ?????? “NBC”.??? ????? ????? ?????? ???? ????? ??????? ??????? ??? ??????? ??? ?????? ??? ????? ??????? ????? ?????? ?? ????? ????? ?? 500 ??? ?? ???????? ????? ?? ???? ??? ?? ????? ??? ????????? ????? ??? ?? ?????? ?? ??????.
 ??????? ???? ???? ???????",0
30%," ??????? ????? ???? ?????? ??????? ????? ??? ????? ????? ???? ???? ???? ??? ?????? ?? ??? ???? ??????? ???????? ???????[3] ??? ???? ?????? ???????? ??? ???? ????? ??????? ?????? ??? ????????? ????? ?? ???????? ??? ?????? ????? ?????? ?????? ???????.[4] ???? ???? ??????? ?? ????? 30% ?? ????? ??????? ??? ??? ???? ??????[5] ???? ??????? ?? 40% ??? 70% ?? ???? ????????? ????? ??? ????? ??? ???? ????????? ????????.[3]
 ??? ??? ??????? ????????? ?????? ?????? ??? ?????? ????? ?????? ????? ????? ?????? ???????? ???? ????? ?????? ?????? ???? ?????? ?? ??? ?????? ?????? ???? ???????? ??? ??????? ????????? ??? ????? ??? ???? ???? ????? ??????? ???????? ?? ???? ?????? ?????.[4] ??? ????? ?????? ?????? ??????? ??? ??????? ??? ????? ????? ???? ?? ?????? ??????? ??? ??????? ???????? ???? ???? ?????? ????? ?? ?? ?????? ??? ????? ?? ???? ??????? ????? ????? ????? ????? ????????? ???? ?? ??? (250 ??2 ???????)? ???? ?????? ????? 320,000 ??2 ?? ?????? ??? ????? ?????? ????? ???? ?????? ?????????.
 ??? ????? ??????? 70% ?? ????? ???? ?????? ????????? ????? ????? ???????? ????????????? ??? ??? ????? ??? ???? ????? ?? ??????? ???????? ?? ???? ???? ??????? ????????? ??? ???? 80%.[4][5] ??? ???? ????????? ??????? ???? ??? ???? ???? ??????? ???????? ?????? 200,000 ????? ?? ?????? ??? ??? ????? ??? ?????? ???? ???????? ????????[6] ??? ???? ???? ????? ?????? ??????????? ?? ?????? ??? ???? ????? ?? ???? ????? ????? ?????? ???????? ???????? ????????? ??? ???? ?????? ?? ?????? ???? ?? 60% ??? 80% ?? ????",0
35%,"??? ??????? ???? ??? 100 ????[7][8] ??? ??? ????? ????????.[9] ??? ???? ??????? ???????? ????? ????? ????? ????? ????? ????????? ?????? ?????? ??????? ??? ???? ??? ??????? ?????? ??????? ??? ?????? ??????? ??????? ??? ???? ??? ???? 2000 ?2005 ?? 4% ??????? ?? ????? ??????? ?? ???? ???? ??? ??????? ?????? ???? ?????? ?? ???? ??????? ???? ?????? ?? 75% ??????? ??? 50% ??? ??? ???? 1985 ?2005? ??????? ??? ??? ???? ??????? ??? ??? ?? 35% ?? ????? ??????? ?????? ????? ??? 2020 ??? ?? ????? ????? ??? ??? ???????.[10]
 ??? ?? ???? ?????? ???????? ??? ???? ???? ?? ???? ?? ???? ????? ?? ??? ?? 20 ???? ???? ?????? ?????? ?? ????? ??????. ???? ???? ?????? 25% - ?? ???? ??? ??????? ???? ???? ?? ?????? ???????? - ????? ??? ????? ?? ?????? ??? ????? ????? ??? ????? ????????? ??? ???????? ??? ?? ??? ?? ????? ????????? ????. ??? ?????? ????? ???? ?? ??? ????? ???????? ???? ??? ??? ??? ???? ????? ?? ?? ?????? ?? ????? ?????? ???? ????? ?????? ?? ?????? ??????. ??? ????????? ??????? ?? 50% ?? ????? ?????? ????? ???? ????? ?????? ???????? ??? ???? 1950 ?2000 ????[11] ??????? ?? ??? ??????? ?????? ?? ???? ??????? ??????? ??? ?????? ????? ?? ????? ????? ????? ??? 2050?.[5] ????? ??????? ?????? ??????? ???? ??????? ??????? ?????????? ??????? ?????? ??? ????? ?? ????? ??????? ?????. ??????? ??????? ???? ???????? ???????? ?? ??????? ???????? ??? ??? ??? ?????? ???? ???? ??????? ????? ??????? ?????? ??????? ?????? ???? ????? ?????? ???????? ??? ????? ??????? ??????? ?? ??? ?????? ?????? ???????? ??? ",0
????? ???,"??? ????? ???? ?? ?????? ????????? ????? ?? ??? ???? ????? ??????? ?? ?? ????? ??????? ???? ??? ??????? ??????? ??? 1988.[8]
 ????? ?????? ??????? ???????? ?? ??? ?????? ??????? ????? ?????? ????????? ???? ???? ?????. ?? ?? ??????? ???????? ????? ??????? ?? ????? ?????? ???? ???? ??????? ??? ???? ?????? ????? ??? ?????? ??? ????? ???? ????? ??????? ???? ?? ??????? ?????? ?? ????? ???????? ?? ???? ????? ??????? ??? ???? ?????.[4] ??? ???????? ???????? ?????? ???? ??????? ??? ??????? ??? ???????? ???????.[9] ???? ??????? ???????? ???? ????? ??????? ????????? ??? ?? ??????? ????? ???? ?????? ?????? ????? ?? ???? ??????? ?????? ?? ????? ?????? ???? ?????? ?? ????? ??? ????? ????? ??? ??????? ????[8] ?????? ??? ????? ??????? ??? ??? ??? ??? ???? ????? ????????[4] ???? ????? ?? ?? ??????? ??????? ?? ??????? ????? ?????? ????? ?? ??????? ????? ??? ???? ??????? ??? ????? ?????? ??????? ?? ??????? ??? ?????[12] ???? ??? ??? ????? ???? ??? ????? ?? ???? ?? ????? ?? ???? ??????? ?? ???? ?????? ?? ????? ????? ???????? ???????.[13]
 ????? ??? ?????? ?? ????? ???????? ??? ??? ??? ???? ?????? ?? ????? ?????? ????????? ???? ?? ???? ?? ????? ???? ?? ??????. ??? ??????? ??????? ?????? ???? ????? ???? ????? ????? ????????? ??????? ???? ?????? ???? ????? ??????? ???????? ?? ??????? ??? ????? ?????? ?????? ?? ????? ??????? ???????? ???? ???? ?? ??????? ?????? ???? ??? ????? ?????? ????. ?????? ?? ??? ??? ???? ????? ??????? ?? ????? ??????? ???? ??????? ?????? ??????? ????????? ??? ???? ??? ????? ",0
????? ?????? ??? ?????,"??? ????? ????? ???? ??????? ???? ????? ?????? ??????? ????? ????????[14] ??? ????? ???? ?????? ?????? ?????? ???? ???? ??? ????? ??????? ?????? ??? ??????? ?????? ???? ????? ???????. ??? ?? ??????? ??????? ??? ??? ?? ?????? ??? ???? ?? ????? ?????? ??? ?????? ???? ?? ????? ????????? ??????? ???? ??????? ???? ??????? ????? ???? ????? ?????? ??? ???? ????? ??? ???? ??? ??????? ?????? ?????? ?? ????? ???????? ???????? ??? ????? ???? ?? 6 ???.[14]
 ??? ?? ??? ??????????? ??? ???? ??????? ?????? ?????? ?? ?????? ???????? ???? ?????? ????? ???? ?????? ????? ?????? ???????? ??? ?????? ???? ?? ????? ??????? ?????? ????? ??? ??? (????? ??? ??????? ?????? ???? ?? 15 ????? ???? ????? ??????)? ???? ?? ??? ????? ?? ???? ????? ??? ??? ?????? ???? ???????? ?????????? ??? ???? ?????? ?? ???????? ?????? ?? ??? ?????? ???? ???? ???? ?????? ??? ?????? ???????? ????????. ?????? ????? ?????? ????????? ???????? ???????? ???? ????? ?? ?????? ?? ???????? ???? ????? ???? ???????.[15][16]
 ?? ?????? ????????? ?? ?????? ?? ???? ??????? ???????? ??????? ?????? ?? ??????? ??? ???? ????? ?????? ?? ????? ????????? ??????? ?????????. ???? ?????? ????????? ??? ?????? ????? 617,000 ??2 ?? ?????????? ?????? 10,000 ??? ?? ??????? ??????[8] (?? ?? ?????? ??? ??????? ????? ???????)?[17] ?????? ?? ??? ?????? ?? ???????? ????? ???? ????? ?? ????????? ??????? ????? ????? 500,000 ???? ?? ?? 10% ??? ?? ???? ??? ??????? ????? ?????? ??? ????.
 ????? ?????? ????????? ????? ????? ?????? ???? ????? ??? ?? ??? ????? ?????",0
40%,"?? ????????? ????????[8] ????? ????? ??????? ????? ????? ??????? ??? ??????. ??????? ?? ??????? ?????? ?? ?????? ??? ????? ?????? ???? ??????? ???40 ??????? ???? ??? ?? ??? ????? ??????? ????? ??????? ?? ???? ??????. ???? ????? ????? ?? ????? 20% ?? ????? ?????? ???? ?? ???? ??????[18] (?? ???? ???? ?? ??????? ?? 10% ??? 27%). ???? ??? ????????? ??? ??? ?????? ?? ?????? ?????? ??? 40% ????? ??? 2010. ????? ????? ????? ??? ?? ????? ?????? ???????? ???? ????? ??????? ????????? 38% ?? ????????[19] ????? ?????? ?????? ????? ???? ?????? ?????? ?????? ?????? ?????? ?? 30% ?? ????? ??? ??????? ?? ??????? ??? ?????? ?? ??????????? ????????? ???? ????? ?????? ???? ?? 1,000 ??? ?? ????.[8]
 ???? ????? ???? ???? ???? ???? ??704 ????? ?? ??????? ?? 33% ???? ????? ??? ????????? ??? ????? ??????? ??? ?????? ???? ???????? ????? ????? ????? ?????? ???? ??? ???????? ??????? ???? 30 ????? ???. ??? ???? ??????? ????? ?? ????? ??????? ?????? ???? ?????? ??????? ??????? ?? ????? ??? 300 ????? ??????? ???? ??? ????? ????? ???? ????? ?????? ??? ????????? ???????? ??????? ??????? ???????.[20]
 ???? ??? ??????? ????? ???? ???????? ??????? ???????. ???? ??? ????? ????????? ??? ????? ??????? ?????? ???? ????? ????? ??????? ??????? ???? ?????? ???? ?????? ?????? ???????. ?????? ????? ???? ????? ?? ????? ???????? ?? ????? ??????? ?????? ????? ??????? ??????????? ?????? ????? ??????.[18] ??? ???? ??? ????? ??????? ??????? ??????? ????????? - ??? ????? ?? ??????? - ???? ????? ??????? ??????.[8] ??? ?? ????",0
????? ???????? ????? ???????,"??? ???????? ?????? ???????? ??????? ????? ?????? ???? ??????? ????? ?? ???????? ???????? ???? ????? ???? ??? ??????? ??? ???????. ??? ??? ???? ??????? ?????? ????? ?????? ??????? ??? ??????? ?????? ?????????? ??? ???? ?? ????? ?? ????? ???????? ???? ?????? ??????? ???????.[21]
 ?????? ?????? ??? ???? ????? ?? ????? ?????? ?? ??????? ???? ????? ???????? ???????? ??? ?? ????? ????? ??? ??? ?? ????? ????????? ????? ????????? ??? ??????. ???? ???? ???????? ???????? ????? ???? ?? ????? ???????? ??? ???? ?????? ?????? ?? ????? ???????? ????????? ???????? ?? ??????? ???????? ??? ???? ????? ????? ?? ????? ???? ??????? ???????? ???? ???? ???? ??????? ???????? ??? ????? ??? ?????? ?? ???????.[22][23] ??? ??? ??????? ??? ????? ???????? ????? ???? ????? ?? ??? ??????? ?????? ??????? ???? ????? ??????? ??????? ?? ??? ??? 2008? ??? ?? ???? ?? ????? ??????? ???? ??????? ????? ????. ??? ???? ??????? ?????? ?? ????? ?????? ???????? ??????? ????? ??? ????? ?? ???? ??? ????? ???? ????? ???????? ???? ???? ???? ????? ?????? ??????? ????? ??? ??????? ?????????? ?????? ?????? ??????? ????? ???????? ???? ???? ????????? ??????? ?? ??? ???? ??????? ??? ?????.[24]
 ????? ?????? ???? ???????? ??????? ???????? ????? ??? ????? ???????? ??? ????? ?????????? ??????? ????? ???????? ?? ????? ?????? ???????? ??????. ??? ????? ?????? ???? ??? 2010 ????? ??? ???????? ??? ????? ?????? «?????? ???????» ?? ????? ????????. ???? ?????? ????? ???????? ???? ???? ????? ?? ??????? ??? ?? ?????? ?????? ??????? ???? ?????",0
??????? ?????? ??????? ?????? ?????? ???????," ?? ?????? ??? ?????? ???? ????? ??? ??????? ???? ??? ??? ???? ???.[25] ??? ?? ?????? ???????? ???? ????? ??? ????? ??????? ??????? ???????? ?? ?? ??? ?????? ??? ????? ??? ??? ?????? ??? ?? ??? ??????? ????? ?? ??? ??? ?? ??? ?????? ?????? ???? ??????? ??????? ??? ????? ??????? ??????? ???????? ?? ??? ?????? ?? ???? ?????[25] ???????? ????? ????? ??? ???? 1993 ?2009 ?? ???? ?? ??????? ?? ????? ??????? 1,400 ??????? ???? ?? ?????? ?????? ??????? ?? ????? ???????? ???? ???? ??? ??????? ??? ????? ??????? ?????? ????? ??? ???. ??? ????? ??? ???????? ????? ?? ?????? ??????? ??? ??????? ?????? ??????? ?????? ?????? ??????? ??? 10% ?? ??? ??? ??? ??????? ??? 1979.[25]
 ?????? ????? ??? ??? 2007 ??? ??? ???? ?????? ??????? ??????? ?? ????? ??? ??? ?? ??? ???? ??? ????? ????? ?? ??? ??? (??? ??????? ????? ????? ????). ????? ??????? ??? ?? ???? ????? ???????? ?? ??? ??????? ?????? ???????? ???? ??? ????? ????? ??? 2040? ?? ?? ??? ???????? ???? ??? ?????? ?????? ??????? ?? ?????? ?? ????? ????? ??? 2012 ???. ??? ???? ??? ???????? ????? ?? ????? ???????? ????????? ??? ???? ??? ?????? ????? 19 ????? ?? ?? ?????? ?? ??? 2007 ???? ??? ???? ????? ?? ??????.[26] ?????? ?????? ??? ??????? ?????? ?? ????? ??????? ???? ??? ??????? ??????? ???????? ???????? ???? ????? ??????? ???? ??????? ?????? ?? ?????? ????? ?????? ??? ??? ??????? ?????? ??????? ?? 30 ??? 50 ???????? ?????? ?? ???? ??? ???? ???????? ?????? ?????? ?? ?????? ?????? ?????????.[27]
 ??? ?? ???? ????????? ??? ????? ???? ???????? ? ",100
